	Segment ID	Source Segment	Segment Origin	Ref	Ref_rating	MT_Z	MT_Z_rating	MT_Y	MT_Y_rating
10	11	"HSBC's Nivison said the lightbulb moment was realizing the tool could be repurposed to look for ""green flags"" of attractive potential clients rather than ""red flags"" of wrongdoing."	b	니비슨 HSBC 그룹장은 이 아이디어가 떠올랐던 순간은 이 시스템의 목적을 범법 행위를 감지하는 ‘적신호’가 아닌 매력적인 잠재 고객을 찾는 ‘청신호’를 알리기 위해 쓸 수 있겠다고 깨달았을 때였다고 말했다.	3	"HSBC의 니비슨은 전구 순간이 이 도구가 잘못된 행위의 ""붉은 깃발""이 아니라 매력적인 잠재적 고객들의 ""녹색 깃발""을 찾기 위해 용도 변경될 수 있다는 것을 깨닫고 있다고 말했다."	1	"HSBC의 니비슨 기자는 이 도구의 용도가 잘못된 행위에 대한 ""적색 플래그""보다는 매력적인 잠재 고객들의 ""녹색 플래그""를 찾는 것으로 바뀔 수 있음을 깨닫고 있다고 말했다."	2
11	12	"""We took our customer dataset and combined it with (Britain's) Companies House data and turned the algorithm around to look for attractiveness in a client, whether that be through sector, growth of the company, and connection to existing clients,"" Nivison said."	b	그는 “우리는 우리가 가지고 있는 고객 데이터와 (영국) 기업 내부 데이터를 결합하여 알고리즘을 우회시켜 고객의 매력도를 측정했다. 그 데이터가 사업 분야나 기업 성장도, 기존 고객과의 관계든 뭐든 말이다.”라고 밝혔다.	2	"니비슨은 ""고객 데이터 세트를 취해서 (영국의) 컴퍼니 하우스 데이터와 결합해 고객의 매력을 찾기 위해 알고리즘을 돌려서 업종, 기업의 성장, 기존 고객과의 연결을 통해 고객의 매력을 찾았다""고 말했다."	1	"Nivison은 ""고객 데이터셋을 가져와서 (영국의) Companies House 데이터와 결합하고 알고리즘을 전환하여 섹터, 기업의 성장, 기존 고객과의 연결 등 고객의 매력에 대해 알아보았다""고 말했다."	1
12	13	The tool has mapped 22.5 million entities and people in Britain, and can identify in three minutes a network of connections that a staff member would have taken three hours to map out manually, he said.	b	현재 이 시스템에는 영국의 2,250만 개의 기업과 사람이 매핑되어 있어, 상호 연관 관계를 파악하는 데 한 직원이 수작업으로 3시간 걸릴 일을 3분이면 해낸다.	3	이 도구는 영국 내 2,250만 개의 기업과 사람들을 지도화했으며, 3분 안에 직원 한 명이 수동으로 지도를 작성하는 데 3시간이 걸렸을 연결망을 확인할 수 있다고 그는 말했다.	2	그는 이 도구에 의해 영국 내 2,250만개의 기업과 사람들이 지도를 작성했으며, 직원이 수동으로 지도를 작성하는데 3시간이 걸렸을 연결망을 3분 안에 식별할 수 있다고 말했다.	1
13	14	Cleveland police branded 'failing' in all areas by inspectors	a	클리블랜드 경찰, 검사관 평가 결과 전체 분야에서 ‘결함’	1	클리블랜드 경찰은 모든 분야에서 검사관들에 의해 '실패'라는 낙인을 찍었다.	3	클리블랜드 경찰은 조사관들에 의해 모든 지역에서 '실패'로 낙인찍혔다.	2
14	15	"Scandal-hit Cleveland police has become the first force to be branded ""failing"" in all areas by inspectors."	a	추문으로 얼룩진 영국 클리블랜드 경찰이 전 분야에서 검사관들에게 ‘결함’ 판정을 받은 최초의 경찰기관이 되었다.	2	"스캔들로 타격을 입은 클리블랜드 경찰은 모든 지역에서 검사관들에 의해 ""실패""라는 낙인이 찍힌 최초의 세력이 되었다."	1	"스캔들로 얼룩진 클리블랜드 경찰은 수사관들에 의해 모든 분야에서 ""실패""로 낙인찍힌 첫 번째 세력이 되었다."	2
15	16	It has been rated inadequate overall and in three key areas by Her Majesty's Inspectorate of Constabulary and Fire and Rescue Services (HMICFRS), which scrutinised its ability to reduce crime and keep people safe, operate efficiently, as well as the way it treats the public and its workforce.	a	영국 경찰, 소방 및 구조 활동 감시단이 범죄 예방 및 국민 안전 보장, 업무 효율성, 대중 및 동료에 대한 태도 등의 분야에서 면밀히 평가한 결과, 클리블랜드 경찰이 일반 분야와 핵심 3개 분야에서 부적합 판정을 받았다.	1	그것은 범죄를 줄이고 사람들을 안전하게 지키고 효율적으로 운영하며, 대중과 그 노동력을 다루는 방식을 면밀히 조사한 HMICFRS(Her Majest's Inspectorate of Constitution and Fire and Rescue Services)에 의해 전반적으로 그리고 세 가지 핵심 분야에서 불충분하다고 평가되어 왔다.	2	HMICFRS는 범죄를 줄이고 사람들을 안전하게 유지하며 효율적으로 운영할 수 있는 능력과 일반 대중과 노동자들을 대하는 방식을 면밀히 조사한 결과, 전반적으로 그리고 세 가지 주요 영역에서 부적절하다는 평가를 받았습니다.	3
16	17	"The findings mean the force is effectively plunged into special measures, where the chief constable and police and crime commissioner are called before a national board and questioned about their plans to ensure ""critical improvements"" are made."	a	이번 결과는 해당 경찰기관에 대한 효과적인 특별 조치를 취할 것임을 의미한다. 이는 경찰서장과 자치경찰청장을 국가위원회에 소환하여 이 상황을 ‘대폭 개선할’ 계획에 대한 청문회를 연다는 뜻이다.	1	"이번 조사 결과는 이 부대가 사실상 특별 조치에 빠져들게 된다는 것을 의미하며, 이 조치는 경찰청장과 경찰, 범죄청장이 국가 위원회에 소집되어 ""중대한 개선""을 보장하기 위한 그들의 계획에 대해 의문을 제기한다."	2	이번 조사 결과는 경찰청장이 국가 이사회에 불려가 '중대한 개선'을 위한 계획에 대해 질의하는 등 사실상 특단의 조치가 취해졌다는 것을 의미한다.	3
17	18	The home secretary could then step in to tackle the problem if no progress is made.	a	진전이 없을 경우에는 내무장관이 직접 문제 해결에 개입할 수도 있다.	1	그리고 나서 내무장관은 진전이 없다면 그 문제를 해결하기 위해 개입할 수 있다.	1	진척이 없으면 내무장관이 나서서 문제를 해결할 수도 있다.	1
18	19	A string of scandals has plagued the force, covering Hartlepool, Redcar and Cleveland, Stockton and Middlesbrough in the north east of England.	a	잉글랜드 북동부의 하트풀, 레드카, 클리블랜드, 스톡턴, 미들즈브러를 관할하는 경찰기관에서 추문이 잇달아 터지고 있다.	2	영국 북동부의 하틀풀, 레드카, 클리블랜드, 스톡턴, 미들즈브러를 포함한 일련의 스캔들이 그 세력을 괴롭혔다.	1	하틀풀, 레드카, 클리블랜드, 스톡턴, 미들즈브러 등 잉글랜드 북동부 지역에서 발생한 일련의 스캔들이 이 세력을 괴롭히고 있다.	1
19	20	It has seen six chief constables in almost as many years.	a	거의 몇 년간 경찰서장이 6번 교체되었다.	1	그것은 거의 여러 해 동안 6명의 최고 경감을 보았다.	2	거의 몇 년 동안 6명의 경찰서장이 근무했다.	1
20	21	"Former chief constable Sean Price was sacked for gross misconduct in 2012; seven officers were under investigation after journalists"" phones were unlawfully monitored, and there have been long-standing claims of racism within the ranks."	a	션 프라이스 전 경찰서장은 2012년 중대한 위법행위로 해임되었다. 이 사건에서 7명의 경찰관이 기자들의 통화를 불법 도청한 혐의로 수사를 받았고, 서내 인종차별 사건이 끊이지 않고 있다.	1	"숀 프라이스 전 경감은 2012년 심각한 위법행위로 해고되었다. 언론인""전화가 불법적으로 감시된 후 7명의 장교들이 조사를 받고 있었고, 그 계급 내에서 오랫동안 인종차별에 대한 주장이 있었다."	1	숀 프라이스 전 경찰청장은 2012년 총체적 위법행위로 해임됐다. 언론인들의 휴대폰이 불법 감시를 받은 후 7명의 경찰관이 조사를 받았다.	2
21	22	"Work practices were recently described by the chief inspector of constabulary as being about as ""inefficient as you can possibly imagine,"" with officers having to share laptops and bodyworn cameras."	a	최근 해당 경찰대 경감은 경찰의 직무 수행에 대해 거의 “당신이 상상하는 만큼 비효율적이라며, 경찰들이 노트북과 바디카메라를 공유하는 지경이라고 설명했다.	1	"최근 경찰청장은 경찰관들이 노트북과 신체에 손상된 카메라를 공유해야 하는 등 ""상상할 수 있는 한 비효율적""이라고 묘사했다."	2	"최근 경찰서장은 경찰들이 노트북과 보디 마모된 카메라를 공유해야 하는 등 ""상상할 수 있는 만큼 비효율적인 작업""이라고 설명했다."	2
22	23	"HM Inspector of Constabulary Phil Gormley said it was a ""failing force"" where there had been ""significant"" deterioration in the last two years."	a	HMICFRS의 필 곰레이 감찰관은 클리블랜드 경찰에 대해 최근 2년 사이에 “심각하게” 타락한 “실패한 경찰”이라고 말했다.	1	"필 고믈리 HM 조사관은 지난 2년 동안 ""중대한"" 악화가 있었던 ""실패한 힘""이라고 말했다."	3	"필 고멀리 경찰서 HM 조사관은 지난 2년간 ""중대한"" 악화가 있었던 곳은 ""실패한 세력""이라고 말했다."	2
23	24	"Tees Valley mayor Ben Houchen said the report described the ""worst findings ever into any police force in the country"" which was ""finally the official validation"" that the force is ""broken"" and said the Home Office needed to intervene now."	a	"벤 허우첸 티즈 밸리 시장은 이 보고서가 ""국내 모든 경찰이 받은 조사를 통틀어 최악의 결과”였으며, 경찰력이 “붕괴되었음을 마침내 공식적으로 검증한 것”이라고 설명했고, 내무부의 즉각적인 개입이 필요하다고 말했다."	1	"벤 후첸 티즈 밸리 시장은 이 보고서가 ""이 나라의 어떤 경찰력에도 최악의 조사 결과""를 묘사했는데, 이는 ""완전히 그 군대가 ""파탄""되었다는 ""공식적인 검증""이며 내무부가 지금 개입할 필요가 있다고 말했다."	2	"벤 후첸 티즈밸리 시장은 이 보고서가 ""국내 경찰력에 대한 사상 최악의 결과""를 묘사하며 ""마침내 경찰력이 무너졌다""며 ""이제 내무부가 개입할 필요가 있다""고 말했다."	1
24	25	"He added: ""It's no longer in dispute."	a	그는 이렇게 덧붙였다. “이제는 더 이상 논란의 대상이 아니다.	1	"그는 덧붙였다 : ""더 이상 논쟁이 아니다."	2	"그는 ""더 이상 논쟁의 여지가 없다""라고 덧붙였다."	1
25	26	"It is a fact described in black and white in this report."""	a	이 보고서에 이분법적으로 드러난 사실이다.”	1	이 보고서에 흑백으로 묘사된 사실이라고 말했다.	2	"이 보고서에 흑백으로 기술된 사실""이라고 밝혔다."	2
26	27	The findings are some of the most distressing and shocking I have ever read.	a	"“이번 결과는 지금까지 내가 본 것 중 가장 괴롭고 충격적인 내용이다."""	1	"""그 발견은 내가 읽은 것 중 가장 고통스럽고 충격적인 것 중 하나이다."""	3	"""이 연구 결과는 제가 읽은 것 중 가장 고통스럽고 충격적인 것들입니다."""	2
27	28	Cleveland is one of 15 forces that has been recently inspected by HMICFRS inspectors, and the only one rated inadequate in all areas.	a	클리블랜드는 최근 HMICFRS 감찰관들의 조사를 받은 15개 경찰서 가운데 한 곳으로, 유일하게 전 분야에서 부적합 평가를 받았다.	1	클리블랜드는 최근 HMICFRS 검사관들에 의해 검사를 받은 15개 병력 중 하나이며, 모든 분야에서 유일하게 불충분한 것으로 평가되었다.	2	클리블랜드는 최근 HMICFRS 검사관이 조사한 15개 병력 중 하나로, 전 분야에서 유일하게 부적합 판정을 받았다.	1
28	29	"Gormley added: ""The force doesn't appropriately prioritise crime prevention."	a	곰레이 감찰관은 이렇게 덧붙였다. “클리블랜드 경찰이 범죄 예방을 중시하지 않고 있다.	1	"고믈리는 ""경찰은 범죄 예방을 적절하게 우선시하지 않는다""고 덧붙였다."	2	"고믈리는 ""군대가 범죄 예방의 우선순위를 적절하게 정하지 않는다""고 덧붙였다."	3
29	30	There is a lack of strategic direction, and the force doesn't allocate enough resources to prevention work …	a	전략적인 방향성도 없고 방범에 충분한 재원을 배치하지도 않는다…	1	전략적 방향이 부족하고, 그 힘은 예방 작업에 충분한 자원을 할당하지 않는다...	2	전략적인 방향성이 부족하고, 병력이 예방 작업에 충분한 자원을 할당하지 못하고 있습니다 …	1
30	31	It is failing to respond appropriately to vulnerable people, including children.	a	아동을 비롯한 취약 계층에 제대로 대처하지 못하고 있다.	1	어린이를 포함한 취약계층에 적절하게 대응하지 못하고 있다.	1	아동 등 취약계층에 제대로 대응하지 못하고 있다.	1
31	32	"It is missing opportunities to safeguard them and exposing them to risk."""	a	이들을 보호할 기회를 놓쳤고 이들을 위험에 노출시키고 있다.”	1	"그들을 보호하고 위험에 노출시킬 기회가 없다."""	2	"이들을 보호하고 위험에 노출시킬 수 있는 기회를 놓치고 있습니다."""	1
32	33	"He said senior leaders were not consistently demonstrating ""ethical behaviour,"" and the ""inappropriate behaviour of senior leaders within Cleveland is so profound that it is affecting the efficiency and effectiveness of the force."""	a	"곰레이 감찰관은 고위 지도층이 일관되게 “윤리적으로 행동하지” 않고 있고, “클리블랜드 내 고위 지도층의 부적절한 행위가 너무 심각한 나머지 경찰들의 효율적, 효과적 수사에 지장을 준다""고 말했다."	1	"그는 고위 지도자들이 지속적으로 ""윤리적인 행동""을 보여주지 않았으며 ""클리블랜드 내의 고위 지도자들의 부적절한 행동은 너무 심오해서 힘의 효율성과 효과에 영향을 미치고 있다""고 말했다."	3	"그는 고위 지도자들이 일관되게 ""윤리적인 행동""을 보이는 것은 아니며, ""클리블랜드 내 고위 지도자들의 부적절한 행동은 너무 심오해서 군부의 효율성과 효과에 영향을 미치고 있다""고 말했다."	2
33	34	"He added: ""It doesn't consistently treat its workforce with fairness and respect and it doesn't effectively communicate with or engage its workforce; its processes aren't perceived to be fair and it doesn't understand its workforce well enough to support them."""	a	"허우첸 시장은 이렇게 덧붙였다. ""동료 경찰들을 일관되고 공정하게 대우하지 않고 그들과 효과적으로 소통하거나 교류하지 않는다. 업무 처리 과정도 공정하다는 인식을 받지 못하고 경찰 인력에 대한 파악이 부족해 제대로 지원하지도 못한다.”"	1	"그는 ""그것은 공정성과 존경심으로 일관되게 노동력을 대하지 않으며 노동력과 효과적으로 의사 소통하거나 참여하지 않으며 공정한 것으로 인식되지 않으며 노동력을 충분히지지할만큼 노동력을 잘 이해하지 못한다""고 덧붙였다."	3	"그는 ""일관적으로 공정성과 존중으로 인력을 다루지 않으며 인력과의 효율적인 소통이나 참여를 유도하지 못합니다. 프로세스가 공정하다고 인식되지 않으며 인력을 지원할 수 있을 만큼 충분히 이해하지 못합니다."""	2
34	35	Despite the findings, the force did receive a small amount of praise for the way it tackles serious and organised crime but was told it must improve the way it investigates crimes.	a	감사 결과에도 불구하고, 해당 경찰서는 심각한 조직 범죄를 해결해 약간의 칭찬을 얻었으나 범죄 수사 방식에 개선이 필요하다는 평가를 받았다.	1	이 발견에도 불구하고, 그 군대는 심각하고 조직적인 범죄를 다루는 방식에 대해 소량의 찬사를 받았지만, 범죄를 조사하는 방식을 개선해야 한다는 말을 들었다.	2	이번 조사 결과에도 불구하고, 강력하고 조직적인 범죄에 대처하는 방식에 대해서는 약간의 찬사를 받았지만, 범죄 수사 방식을 개선해야 한다는 말을 들었다.	1
35	36	"The force's police and crime commissioner Barry Coppinger said: ""I am deeply concerned at the worrying contents of this report.”"	a	"클리블랜드 경찰서의 배리 코핑거 자치경찰서장은 이렇게 말했다. ""이 보고서에 담긴 문제가 되는 내용은 심히 우려가 된다.”"	1	"배리 코핑거 경찰과 범죄담당 집행위원은 ""이 보고서의 걱정스러운 내용에 깊은 우려를 갖고 있다""고 말했다."	3	"배리 코핑거 경찰청장과 범죄국장은 ""이 보고서의 걱정스러운 내용에 대해 깊이 우려하고 있다""고 말했다."	2
36	37	The force's recent performance is simply not good enough.	a	"“우리 경찰서의 최근 성과가 한마디로 충분히 좋지 못하다."""	1	"""최근 부대의 활약은 단순히 충분하지 않다."""	3	"그는 ""포스의 최근 활약이 좋지 않다""고 말했다."""	2
37	38	"He said he had received assurances from the current chief constable Richard Lewis that ""swift action"" was taken as soon as he became aware of the failings."	a	"리차드 루이스 현 경찰서장이 이번 문제를 알게 되자마자 즉시 “신속한 조치""를 취하겠다고 확언했었다고 그는 밝혔다."	1	"그는 현재 리처드 루이스 경감으로부터 실패를 알게 되자마자 ""스위프트 액션""이 취해졌다는 확신을 받았다고 말했다."	2	"그는 리처드 루이스 현 경찰청장으로부터 결함을 깨닫자마자 ""신속한 조치""가 취해진다는 확약을 받았다고 말했다."	1
38	39	Coppinger has been ordered by the Home Office to respond to the report within 56 days.	a	코핑거 서장은 56일 안에 해당 보고서에 대해 반응하라는 내무부의 지시를 받았다.	3	코핑거는 내무부로부터 56일 이내에 보고서에 응답하라는 명령을 받았다.	1	Copper는 내무부로부터 56일 이내에 보고서에 응답하라는 명령을 받았다.	2
39	40	"Lewis said the report would act ""as a line in the sand"" for the force, adding: ""Improvements have already been made and I take full responsibility for driving through the changes that are so obviously needed."	a	"루이스 서장은 이 보고서가 경찰력의 “기준점 역할”을 할 것이라고 말하며 다음과 같이 덧붙였다. ""이미 개선이 이루어졌으며, 명백히 필요했던 그 변화를 내가 전적으로 책임지고 추진한다."	1	"루이스는 이 보고서가 ""모래 속의 선""으로 작용할 것이라고 말했다. ""개선은 이미 이루어졌고 나는 분명히 필요한 변화를 운전하는 데 모든 책임을 진다."	3	"루이스는 이 보고서가 ""모래 속의 선""으로 작용할 것이라며 ""개선은 이미 이루어졌으며, 나는 분명히 필요한 변화를 주도할 책임이 있다""고 덧붙였다."	2
40	41	"In the five months I've been here I have met some exceptional police officers and staff, at all levels, and have seen lives saved and vulnerable people protected by the efforts and determination of frontline officers."""	a	지난 5개월 간 여기 있으면서 분야를 막론하고 많은 뛰어난 경찰관과 직원들을 만났고, 일선에 있는 경찰관들의 노력과 의지로 여러 사람들이 목숨을 구제하고 취약 계층이 보호 받는 것을 보았다.”	1	"내가 여기 온 5개월 동안 나는 모든 수준에서 뛰어난 경찰관과 직원들을 만났고, 최전방 경찰관들의 노력과 결단력으로 보호받는 생명을 구하고 취약한 사람들을 보았다."""	2	"지난 5개월 동안 저는 모든 직급에서 뛰어난 경찰관과 직원들을 만나 일선 경찰관의 노력과 결단에 의해 보호되고 있는 생명을 보았습니다."""	3
41	42	If drastic improvements are not made quickly enough, the Government could step in, as it can when prisons are failing.	a	만약 획기적인 개선이 신속하게 시행되지 않을 경우, 교도소에 문제가 발생했을 때처럼 정부가 직접 개입할 수 있다.	1	만약 급격한 개선이 충분히 빨리 이루어지지 않는다면, 정부는 감옥이 실패할 때 할 수 있는 것처럼 개입할 수 있다.	3	만약 급격한 개선이 충분히 빨리 이루어지지 않는다면, 감옥이 무너지고 있을 때 정부가 개입할 수 있다.	2
42	43	But so far politicians have never had to resort to this measure with police forces, inspectors said.	a	그러나 여태껏 정계에서 경찰에 이런 조치를 취한 적은 없었다고 단 한 번도 없었다고 감찰관들은 말했다.	1	그러나 지금까지 정치인들은 경찰과 함께 이 조치에 의존할 필요가 없었다고 사찰단은 말했다.	2	그러나 지금까지 정치인들은 경찰력을 동원해 이 조치에 의존할 필요가 없었다고 조사관들은 말했다.	1
43	44	"Kit Malthouse, minister for crime, policing and fire, said he welcomed the chief constable's ""swift action to address these failings and will be monitoring the position closely,"" adding: ""Transparency and accountability are vital for public trust in policing.”"	a	"킷 말트하우스 범죄·경찰·소방부 장관은 ""이 같은 문제를 해결하기 위한 경찰서장의 신속한 조치를 환영하며, 현황을 면밀히 감독하겠다""고 말하며 다음과 같이 덧붙였다. “투명성과 책임감은 경찰의 공신력에 있어 필수 요소다.”"	1	"킷 몰트하우스 범죄, 치안, 화재 담당 장관은 ""이러한 실패를 해결하기 위한 경감의 전환 조치를 환영하며 그 위치를 면밀히 감시할 것""이라며 ""투명성과 책임은 치안 유지에 대한 대중의 신뢰에 필수적""이라고 말했다."	1	"킷 맬하우스 경찰청장은 ""경찰에 대한 국민의 신뢰를 위해 투명성과 책임이 매우 중요하다""며 ""경찰에 대한 책임감이 매우 중요하다""고 말했다."	2
44	45	David Attenborough working on new documentary about animals and colour	b	데이비드 애튼버러, 동물과 색상에 대한 새 다큐멘터리 제작해	1	David Attenborough는 동물과 색깔에 관한 새로운 다큐멘터리를 작업하고 있다.	2	동물과 색깔에 관한 새로운 다큐멘터리를 제작하는 데이비드 애튼버러	1
