	Segment ID	Source Segment	Segment Origin	Ref	Ref_rating	MT_Z	MT_Z_rating	MT_Y	MT_Y_rating
12	13	The snaps appeared to show Texan millionaire John Bryan kissing and sucking the Duchess’ toes and the arch of her foot, and Prince Philip in particular, is said to have had the strongest reaction to her daughter-in-law's scandalous antics.	a	이 사진에는 텍사스 출신의 백만장자인 존 브라이언이 공작 부인의 발가락과 발바닥을 빨고 키스하는 모습이 담겼고, 특히 필립 공이 며느리의 망측한 스캔들에 가장 격하게 반응했다고 전해진다.	1	이 스냅사진은 텍사스의 백만장자 존 브라이언이 공작부인의 발가락과 발 아치를 키스하고 빨아들이는 모습을 보여주는 것으로 보였으며, 특히 필립 공은 며느리의 추잡한 익살스러움에 가장 강한 반응을 보였다고 한다.	2	이 스냅은 텍사스 백만장자 존 브라이언이 공작부인의 발가락과 발바닥에 키스하고 빨고 있는 모습을 담은 것으로 나타났으며 특히 필립 왕자가 며느리의 추문에 가장 강한 반응을 보였다고 한다.	1
13	14	"However, his behaviour was reportedly ""appalling"" towards the Duchess of York, and Princess Beatrice once claimed her mother was the victim of ""mean spirited actions to make her feel unwelcome."""	a	그러나 사라 부인은 시아버지인 필립 공의 이러한 반응에 ‘충격을 받은 것’으로 전해지며, 베아트리스 공주는 자신의 엄마가 “환영 받지 못한다는 느낌을 주려는 그들의 악의적 행동”의 피해자라고 주장한 적도 있다.	1	"그러나 그의 행동은 요크 공작 부인에게 ""응징""하고 있었고, 베아트리체 공주는 언젠가 어머니가 ""달갑지 않은 느낌을 주기 위한 의도적인 행동""의 희생자라고 주장했다."	2	"그러나 그의 행동은 요크 공작 부인에 대한 ""끔찍한"" 것으로 알려졌으며 베아트리체 공주는 한때 그녀의 어머니가 ""그녀를 불쾌하게 만들기 위한 비열한 행동의 피해자""라고 주장했다."""	3
14	15	JUST IN: Kate and William behind closed doors: Couple's shock habit exposed	a	속보: 케이트와 윌리엄 부부의 이면. 부부의 충격적인 습관이 노출됐다.	1	바로 그 안에서: 케이트와 윌리엄은 비공개로: 커플의 충격 습관이 드러났다.	3	케이트와 윌리엄은 밀실 뒤에 있다 커플의 충격습관이 드러났다	2
15	16	The report noted that the Duchess’ spokesman was unable to comment on the claims, but a friend of Fergie was quoted as saying: “It is no secret that Sarah's daughters are pretty fed up by the way their mother has been treated by some members of the Royal Family.”	a	이러한 주장에 대해 사라 부인의 대변인이 답변하지 못했다고 뉴스는 보도했지만, 사라 부인의 한 친구의 말을 다음과 같이 인용했다. “사라의 딸들은 왕실의 몇몇 구성원들이 자신의 엄마를 대하는 태도에 질릴 만큼 질렸고 이건 공공연한 사실이다.”	1	"이 보고서는 공작부인의 대변인이 이 주장에 대해 언급할 수는 없었지만, 퍼기의 한 친구는 ""사라의 딸들이 그들의 어머니가 왕실의 일부 구성원들로부터 대우를 받는 방식에 꽤 진저리가 난다는 것은 비밀이 아니다.""라고 말한 것으로 인용되었다."	1	"이 보고서는 공작부인의 대변인이 이 주장에 대해 언급할 수 없다고 언급했지만 퍼거지의 한 친구는 ""사라의 딸들이 그들의 어머니가 왕실 가족들에게 받아온 대우에 상당히 질렸다는 것은 비밀이 아니다""라고 말했다고 한다."	2
16	17	Some of the bills she has been sent have been pretty miserly.”	a	“사라가 받은 청구서 중에는 꽤 궁색한 것도 있었다.”	1	"""그녀가 보낸 청구서 중 일부는 꽤 비참했다."""	3	"""그녀가 보낸 지폐들 중 일부는 꽤 구두쇠였습니다."""	2
17	18	"They are constantly berating their father for allowing it to happen and Beatrice in particular has been imploring Prince Andrew to see that their mother is not treated as an outcast."""	a	“사라의 딸들은 일이 이렇게까지 되도록 내버려 둔 아버지 앤드류 공을 계속 원망하고 있고, 특히 베아트리스 공주는 엄마가 아웃사이더 취급을 받지 말아야 한다고 아버지한테 간절히 부탁해왔다.”	1	"""그들은 끊임없이 아버지가 그런 일이 일어나도록 허락했다고 비난하고 있으며, 특히 베아트리체는 앤드류 왕자에게 그들의 어머니가 따돌림을 당하지 않는 것을 보여달라고 간청해 왔다."""	2	"베아트리체는 특히 앤드류 왕자에게 어머니가 왕따 취급을 받지 않도록 해달라고 간청했다."""	3
18	19	Philip and Sarah were pictured for the first time together in 26 years at Princess Eugenie's wedding to Jack Brooksbank last October.	a	필립 공과 사라 부인이 함께 사진에 찍힌 것은 지난해 10월 유제니 공주와 잭 브룩스뱅크의 결혼식 이후로 26년 만에 처음이었다.	1	필립과 사라는 지난 10월 유제니 공주의 잭 브룩스뱅크와의 결혼식에서 26년 만에 처음으로 함께 찍은 사진이다.	2	필립과 사라는 지난 10월 잭 브룩스뱅크와의 유진 공주의 결혼식에서 26년 만에 처음으로 함께 찍은 사진이다.	2
19	20	Dog control laws to be reviewed in government consultation	b	애완견 관리법, 정부 심의회에서 검토할 예정	1	정부 협의에서 검토될 개 통제법	2	정부 협의 시 반려견 관리법 검토 예정	1
20	21	Dog control laws in Scotland are being reviewed amid concerns about out-of-control animals and irresponsible owners.	b	통제 불능의 동물이나 무책임한 소유주에 대한 우려로 스코틀랜드의 애완견 관리법이 검토 중에 있다.	1	스코틀랜드의 개 관리법은 통제 불능의 동물과 무책임한 주인에 대한 우려 속에 검토되고 있다.	2	스코틀랜드의 개 사육법은 통제 불능 동물과 무책임한 주인에 대한 우려 속에서 검토되고 있다.	2
21	22	A consultation has been launched by the Scottish Government seeking the public's views.	b	스코틀랜드 정부는 여론 수렴을 위해 심의회를 열었다.	1	스코틀랜드 정부가 대중의 견해를 모색하기 위한 협의가 시작되었다.	2	스코틀랜드 정부가 대중의 의견을 구하는 협의가 시작되었다.	2
22	23	"Scotland's Community Safety Minister pledged to ""keep communities safe from irresponsible owners,"" with reviews to determine whether laws for out-of-control dogs need changing."	b	스코틀랜드의 지역사회안전부 장관은 “무책임한 애완견 소유자로부터 지역사회를 안전하게 보호하겠다”고 약속하며, 통제 불능의 개와 관련된 법안을 수정할지 여부를 결정하기 위해 법안을 검토하고 있다.	1	"스코틀랜드의 지역사회 안전부 장관은 통제 불능 개에 대한 법이 변경되어야 하는지 여부를 결정하기 위한 검토와 함께 ""무책임한 소유주들로부터 지역사회를 안전하게 유지하겠다""고 약속했다."	1	"스코틀랜드 사회안전부 장관은 통제불능 개에 대한 법률 개정이 필요한지 여부를 결정하기 위한 검토와 함께 ""무책임한 주인으로부터 지역사회를 안전하게 보호하겠다""고 약속했다."	1
23	24	"Ash Denham MSP said: ""We are holding two reviews into dog control legislation because we are absolutely determined to help keep communities safe from irresponsible owners and their out-of-control dogs."	b	"애쉬 댄햄 스코틀랜드 의회의원은 다음과 같이 말했다. ""우리는 애완견 관리법의 두 가지 사안에 대해 검토하는 중이다. 왜냐하면 우리가 무책임한 애완견 소유자와 그들의 통제 불가능한 개로부터 지역사회를 안전하게 보호하기로 굳게 결심했기 때문이다.”"	1	"애쉬 덴햄 MSP는 ""무책임한 주인과 통제 불능의 개들로부터 지역사회를 안전하게 지키기 위해 절대적으로 결심했기 때문에 우리는 개 통제 법안에 대한 두 가지 검토를 하고 있다""고 말했다."	2	"애쉬 덴햄 MSP는 ""우리는 무책임한 주인들과 통제 불능의 개들로부터 지역사회를 안전하게 지키도록 절대적으로 굳게 결심했기 때문에 개 통제 법률에 대한 두 가지 검토를 하고 있다""고 말했다."	1
24	25	This consultation seeks views on improvements on how the Control of Dogs Act 2010 can operate across Scotland, and next year we will take a wider look at all dog control legislation to assess whether changes are needed.	b	“이번 심의회는 스코틀랜드에서 2010 애완견 관리법의 적용 방법을 개선하기 위한 견해를 모색하고 있고, 내년에는 변화가 필요한지 여부를 평가하기 위해 모든 애완견 관리에 관한 법률을 좀더 거시적으로 살펴볼 예정이다.”	1	"""이 협의는 2010년 개 관리법이 스코틀랜드 전역에서 어떻게 운영될 수 있는지에 대한 개선을 모색하고 있으며, 내년에는 변화가 필요한지 여부를 평가하기 위해 모든 개 관리 법안을 보다 폭넓게 검토할 것이다."	2	"그는 ""이번 협의는 2010년 개 통제법이 스코틀랜드 전역에서 어떻게 운영될 수 있는지에 대한 개선안을 모색하는 것이며, 내년에는 모든 개 통제 법안을 더 폭넓게 검토해 변화가 필요한지 여부를 평가할 것""이라고 말했다."	1
25	26	"Owning a dog brings with it certain responsibilities, including keeping your dog under effective control, and I encourage everyone with an interest in this area to respond to our consultation."""	b	“애완견을 키우려면 개를 효과적인 통제하에 두는 등 어느 정도의 책임이 수반된다. 이 사안에 관심이 있는 모든 사람들이 심의회에 참여하길 바란다.”	1	"""개 한 마리를 키우는 것은 개를 효과적으로 통제하는 것을 포함한 특정한 책임을 수반하며, 나는 이 분야에 관심이 있는 모든 사람들이 우리의 협의에 응하도록 격려한다."""	2	"""개를 키우는 것은 개를 효과적으로 통제하는 것을 포함한 특정한 책임을 수반하며, 저는 이 분야에 관심이 있는 모든 사람들이 우리의 상담에 응할 것을 권장합니다."""	1
26	27	The consultation runs until January 15 and contains proposals to toughen and clarify the current legislation, including questioning whether a national dog control database should be created.	b	이 심의회는 1월 15일까지 열리며, 본 법률의 구속력 강화 및 구체화에 대한 제안과 국가 차원의 애완견 관리 데이터베이스 구축 여부에 대한 질문 등을 다룬다.	1	협의는 1월 15일까지 진행되며, 국가 개 관리 데이터베이스를 만들어야 하는지에 대한 의문을 제기하는 등 현재의 입법을 강화하고 명확히 하기 위한 제안이 포함되어 있다.	1	이번 협의는 1월 15일까지 진행되며 국가 반려견 방제 데이터베이스를 만들어야 하는지를 묻는 등 현행 법률을 강화하고 명확히 하기 위한 제안을 담고 있다.	1
27	28	The Scottish Parliament's Post-Legislative Scrutiny Committee has been hearing evidence from victims and parents of children who have been attacked or killed by dogs, prompting the Government to review dog control laws.	b	스코틀랜드 의회 사후적법률심의위원회는 개에게 공격을 당했거나 물려 죽은 아이들의 부모나 피해자들로부터 증언을 듣고, 정부의 애완견 관리법 검토를 촉구하고 있다.	1	스코틀랜드 의회의 입법 후 스크루티 위원회는 개들에게 공격받거나 살해된 아이들의 희생자들과 부모들로부터 증거를 듣고 있어 정부가 개 통제법을 검토하도록 만들었다.	2	스코틀랜드 의회의 입법 후 정밀 조사 위원회는 개에게 공격당하거나 죽은 아이들의 피해자와 부모로부터 증거를 듣고 있으며, 정부는 개 관리법을 재검토해야 한다.	2
28	29	MSPs were told the legislation needs urgent reform to protect vulnerable people and children.	b	노약자와 어린이를 보호하기 위해 본 법률이 시급히 개정되어야 한다는 당부의 목소리가 스코틀랜드 의회의원들에게 전해졌다.	1	MSP들은 그 법안이 취약한 사람들과 아이들을 보호하기 위해 긴급한 개혁이 필요하다는 말을 들었다.	2	MSP는 취약한 사람들과 아이들을 보호하기 위해 시급한 개혁이 필요하다고 들었다.	2
29	30	The committee heard that, in Greater Glasgow and Clyde alone, there were 1,417 people arriving at A&E departments with dog-related injuries, 255 of them children, last year.	b	본 위원회는 지난해 그레이터 글래스고와 클라이드 지역에만 1,417명이 개로 인한 부상으로 응급실에 실려왔으며, 그 중 255명은 어린이였다는 소식을 접했다.	1	위원회는 그레이터 글래스고와 클라이드에서만 작년에 개와 관련된 부상을 입은 A & E 부서에 1,417명의 사람들이 도착했으며 그 중 255명이 어린이라고 들었습니다.	2	위원회는 지난해 그레이터 글래스고와 클라이드에서만 1,417명이 A&E 부서에 도착했으며 이 중 255명은 어린이였다.	1
30	31	NHS Lanarkshire treated 912 people and NHS Ayrshire 439, both four-year highs.	b	라나크셔 주의 국민보건소에는 912명이, 에어셔 주의 국민보건소에서는 439명이 치료를 받아 4년 만에 최고치를 기록했다.	1	NHS 라나크셔는 912명과 NHS 아이어셔 439명을 치료했는데, 둘 다 4년 만에 최고치였다.	1	NHS 래너크셔는 912명을 치료했고 NHS 에어셔는 439명을 치료했는데 이는 모두 4년 만에 최고치였다.	1
31	32	In July, the committee's MSPs concluded current dog control legislation is not fit for purpose and called on the Scottish Government to undertake a comprehensive review of all dog-control laws.	b	지난 7월, 본 위원회의 의회의원들은 현재의 반려견 관리법이 목적에 부합하지 않는다고 결론 내렸으며 본 법률을 포괄적으로 검토할 것을 스코틀랜드 정부에 촉구하였다.	1	7월에 위원회의 MSP는 현재의 개 통제 법안이 목적에 맞지 않는다고 결론짓고 스코틀랜드 정부에 모든 개 통제법에 대한 종합적인 검토를 실시할 것을 요구했다.	1	지난 7월, 위원회 MSP는 현행 개 관리 법규가 목적에 맞지 않는다고 결론짓고 스코틀랜드 정부에 모든 개 관리 법률에 대한 포괄적인 검토를 착수할 것을 요구했다.	1
32	33	"Convener Jenny Marra said: ""Dog law in Scotland is not fit for purpose. "	b	제니 마라 의장은 다음과 같이 말했다. “스코틀랜드의 애완견 관리법은 목적에 부합하지 않는다.	1	"Convener Jenny Marra는 ""스코틀랜드의 개 법은 목적에 맞지 않습니다."	3	"컨벤터 제니 마라는 ""스코틀랜드의 개법은 목적에 맞지 않는다."	2
33	34	There are still far too many dog attacks on children and little enforcement or understanding of the current laws that might prevent these attacks.	b	여전히 너무 많은 아이들이 개에게 공격을 당하고 있는데, 현행법에 대한 우리의 이해가 부족하고 법의 구속력이 미미하여 그런 사고를 미연에 방지하지 못한다.”	1	여전히 어린이들에 대한 개 공격이 너무 많고 이러한 공격을 막을 수 있는 현재의 법에 대한 시행이나 이해는 거의 없다.	2	아직도 아이들에 대한 개들의 공격이 너무 많고, 이러한 공격을 막을 수 있는 현행 법에 대한 시행이나 이해는 거의 없다.	1
34	35	It has become clear that current dog control law doesn't work.	b	“현재의 애완견 관리법의 효력이 없다는 것이 분명해졌다.	1	"""현재의 개 관리법이 통하지 않는 것이 분명해졌다."	2	"""현행 개 관리법이 효력을 발휘하지 못한다는 것이 명백해졌습니다."	1
35	36	It needs reform urgently so that out of control and dangerous dogs can be dealt with properly and we can try to move to a system that prevents our children being injured by dogs.	b	시급히 개정되어 통제가 안 되고 위험한 개를 적절하게 관리해야 한다. 그래야 우리의 아이들이 개로부터 공격을 받지 않는 제도로 나아갈 수 있다.”	2	통제 불능과 위험한 개들이 제대로 대처할 수 있도록 긴급히 개혁이 필요하고, 우리 아이들이 개에게 다치는 것을 막는 시스템으로 옮겨갈 수 있도록 노력할 수 있다고 말했다.	1	"걷잡을 수 없이 위험한 개들이 제대로 대처하고, 우리 아이들이 개에게 다치는 것을 막는 시스템으로 옮겨갈 수 있도록 시급한 개혁이 필요하다."""	2
36	37	"The consultation, launched on the Government's website on Friday, says: ""Effective and consistent enforcement across Scotland is fundamental in helping address issues relating to out-of-control dogs."	b	금요일 정부 웹사이트에 마련된 본 심의회는 다음과 같이 밝히고 있다. “스코틀랜드 전역에서의 효과적이고 일관된 법률 집행은 통제 불능인 개와 관련된 사안을 다루는 데 있어 핵심적이다.”	2	"금요일 정부 웹사이트에서 시작된 이 협의는 ""스코틀랜드 전역의 효과적이고 일관된 시행은 통제 불능의 개와 관련된 문제들을 해결하는 데 근본적인 것이다."	1	"지난 금요일 정부 웹사이트에서 시작된 이 협의는 ""스코틀랜드 전역에서 효과적이고 일관된 시행은 통제 불능의 개들과 관련된 문제들을 해결하는 데 있어 근본적인 것이다."	1
37	38	This review is focused on steps that can be taken to help aid enforcement agencies such as local authorities, as they use their powers to help keep communities safe.	b	“이번 법률 검토에서는 지역사회의 안전을 위해 힘쓰고 있는 각 지방 정부당국 등 집행 기관을 지원하기 위해 필요한 조치들을 중점적으로 보고 있다.”	1	"""이번 검토는 지역사회를 안전하게 지키기 위해 권한을 행사하기 때문에 지방 당국과 같은 집행 기관을 돕기 위해 취할 수 있는 조치에 초점을 맞추고 있다."""	1	"""이번 검토는 지방 당국과 같은 집행 기관이 지역 사회의 안전을 위해 힘을 사용하기 때문에 그들을 돕기 위해 취할 수 있는 조치들에 초점을 맞추고 있습니다."""	2
38	39	Khloe Kardashian's cheating ex Tristan Thompson leaves ANOTHER desperate comment on her Instagram pic after rumours he wants her back	a	클로이 카다시안의 바람 핀 전 연인 트리스턴 톰슨, 재결합 원한다는 소문 후 그녀의 인스타그램 사진에 절박한 댓글 또 남겨	1	클로이 카다시안의 바람피운 전 트리스탄 톰슨은 그녀의 인스타그램 사진에 그녀가 돌아오기를 원한다는 소문이 난 후 필사적인 논평을 남긴다.	2	클로이 카다시안의 바람둥이 트리스탄 톰슨이 그녀의 인스타그램 사진에 또 다른 절망적인 댓글을 남긴다.	3
39	40	KHLOE Kardashian's cheating ex Tristan Thompson has left ANOTHER desperate comment on her Instagram page following rumours that he wants her back.	a	클로이 카다시안과 교제 당시 바람을 폈던 그녀의 전 연인 트리스턴 톰프슨이 재결합을 원한다는 소문이 돌고 나서 그가 그녀의 인스타그램에 또 한 차례 절박한 코멘트를 남겼다.	1	KHLOE Kardashian의 바람피운 전 트리스탄 톰슨은 그녀가 돌아오기를 원한다는 소문에 이어 그녀의 인스타그램에 또 다른 필사적인 발언을 남겼다.	2	KLOE 카다시안의 바람둥이 트리스탄 톰슨이 그녀의 인스타그램에 그녀를 되찾고 싶다는 루머에 이어 또 다른 절박한 댓글을 남겼다.	3
40	41	The 35-year-old star dumped the NBA player for good earlier this year after he was accused of cheating on her with family friend Jordyn Woods - having previously cheated when she was nine months pregnant with their daughter, True.	a	유명인인 클로이(35)는 올해 초 NBA 선수인 톰슨이 그녀의 가족과 절친이었던 조딘 우즈와 바람을 피우다 걸리자 그와 완전히 결별했다. 톰슨은 과거 그녀가 딸 트루를 임신한 지 9개월이 되었을 때에도 바람을 핀 전력이 있다.	1	35세의 이 스타는 올해 초, 그녀가 그들의 딸 트루를 임신한 지 9개월 때 바람을 피운 가족 친구 조딘 우즈와 바람을 피운 혐의로 기소된 후 NBA 선수를 영원히 차버렸다.	3	이 35세의 스타는 올해 초 가족 친구인 조딘 우즈와 바람을 피운 혐의를 받은 후 NBA 선수를 영원히 차버렸다. 이전에 그녀가 그들의 딸 트루와 임신 9개월 때 바람을 피운 적이 있다.	2
41	42	Tristan was spotted leaving another gushing compliment on Khloe's Instagram page	a	트리스턴이 또 한번 클로이의 인스타그램 페이지에 과장된 칭찬을 남긴 것이 확인되었다.	1	트리스탄은 클로이의 인스타그램에 또 다른 칭찬을 남기는 모습이 포착됐다.	2	트리스탄은 클로이의 인스타그램 페이지에 또 다른 찬사를 남기는 것이 목격되었다.	1
42	43	However, 28-year-old Tristan is refusing to give up without a fight — leaving a cringeworthy compliment on his ex's latest selfie.	a	트리스턴(28)은 전 연인인 클로이가 최근 올린 셀피에 민망한 댓글을 달며 끝까지 싸워보겠다고 포기를 모르는 모습을 보이고 있다.	1	그러나 28세의 트리스탄은 전처의 최근 셀카에 대해 움츠러들 만한 칭찬을 남기며 싸움 없이 포기하기를 거부하고 있다.	2	그러나 28세의 트리스탄은 그의 전 여자친구의 최근 셀카에 대해 오글거리는 찬사를 남기며 싸우지 않고 포기하기를 거부하고 있다.	1
43	44	"In the blurred snap, Khloe is stood in front of the rising sun, with the mum-of-one captioning the pic: ""May you have the courage to explore every dream you dream."""	a	모자이크 처리된 사진에 클로이가 떠오르는 태양 앞에 서 있고 한 아이의 엄마라는 캡션과 함께 “네 모든 꿈을 펼칠 수 있는 용기를 가지길.”이라는 설명을 달았다.	1	"흐릿한 스냅 속에서 클로이는 떠오르는 태양 앞에 서 있는데, 한 아이의 엄마가 사진을 자막으로 장식하고 있다: ""꿈을 꾸는 모든 꿈을 탐구할 용기가 있기를."""	3	"흐릿한 스냅 속에서 클로이는 떠오르는 태양 앞에 서서 ""당신이 꿈꾸는 모든 꿈을 탐험할 용기를 가지길""이라는 한 사람의 엄마 자막이 달린 사진을 찍는다."""	2
44	45	"Publicly commenting, Tristan wrote: ""The sun is shining bright on a beautiful [diamond emoji]."""	a	트리스턴은 공개적으로 이렇게 코멘트를 남겼다. “태양이 미녀 [다이아몬드 이모티콘] 앞에서 빛나고 있네.”	1	"공개적으로 논평하면서 트리스탄은 다음과 같이 썼다. ""태양은 아름다운 [다이아몬드 이모지]에 밝게 빛나고 있다."""	2	"트리스탄은 ""태양은 아름다운 [다이아몬드] 이모티콘을 밝게 비추고 있다."""	3
45	46	"Fans were outraged by the remark, with one replying: ""Yeah, a diamond that you DROPPED."""	a	팬들은 이 댓글에 분노했고, 한 팬은 이렇게 답글을 달았다. “응, 네가 떨어뜨린 다이아몬드.”	1	"팬들은 이 말에 격분했고, 한 대답은 ""그래, 네가 드롭시킨 다이아몬드야."""	2	"팬들은 ""그래, 네가 떨어뜨린 다이아몬드""라고 대답하며 이 말에 격분했다."""	1
46	47	Tristan cheated on Khloe when she was nine months pregnant	a	트리스턴은 클로이가 임신 9개월일 때 바람을 피웠다.	1	트리스탄은 임신 9개월 때 클로이를 속였다.	2	트리스탄은 임신 9개월 때 클로이를 두고 바람을 피웠다.	1
47	48	"Another advised: ""Just get off Instagram."""	a	또 다른 팬은 이렇게 충고했다. “그냥 인스타그램을 닫아라.”	1	"또 다른 조언 : ""인스타그램에서 내려."""	1	"다른 사람은 ""인스타그램에서 내려""라고 조언했다."""	1
48	49	"A third wrote: ""Don't fall for it Khloe."""	a	세 번째 댓글에는 이렇게 써 있었다. “속지 마, 클로이.”	1	"세 번째 글은 ""클로이에게 속지 마라."""	2	"세 번째 글은 ""속지 마 클로이.""라고 썼다."	1
49	50	"It comes just days after Tristan wrote: ""Perfection"" alongside the heart eye emojis underneath one of the reality stars other photos, which saw her modelling for Guess Jeans."	a	이는 트리스턴이 리얼리티쇼 스타인 클로이가 게스진의 모델로 나온 사진 밑에 하트 눈 이모티콘과 함께 “완벽”이라는 댓글을 단 지 불과 며칠 안 돼 일어난 일이다.	1	"트리스탄이 쓴 지 불과 며칠 만에 나온 것이다: 리얼리티 스타들 중 한 명 아래에 있는 하트 아이 이모티콘과 함께 ""완벽함""은 그녀가 추측 장스를 위해 모델링하는 것을 본 것이다."	3	"트리스탄은 ""완벽함""이라고 쓴 지 며칠 만에 나온 사진인데, 이 사진에는 트리스탄의 '게스 진' 모델인 하트 아이 이모지가 나온다."	2
