	Segment ID	Source Segment	Segment Origin	Ref	Ref_rating	MT_Z	MT_Z_rating	MT_Y	MT_Y_rating
10	11	The competition further celebrates top undergraduate coursework and helps create collaborations between students and recent graduates worldwide.	b	더 나아가 이 어워즈에서는 최고 학부 과정을 격려하고 전세계 재학생과 최근 졸업생들 간의 협력을 장려한다.	1	이 대회는 최고의 학부 과정을 축하하고 전 세계 학생들과 최근 졸업생들 사이에 협력을 만드는 데 도움이 된다.	2	이 대회는 최고의 학부 과정 연구를 기념하며 전 세계 학생과 최근 졸업생 간의 협업을 만드는 데 도움이 됩니다.	2
11	12	Serena Williams Fined $10,000 For Allegedly Damaging Wimbledon Court	a	세레나 윌리엄스, 윔블던 코트 훼손죄로 벌금 1만 달러 물어	1	세레나 윌리엄스, 윔블던 코트에 1만 달러 벌금 부과	2	세레나 윌리엄스, 윔블던 코트 훼손 혐의로 벌금 1만 달러 부과	1
12	13	Serena Williams, tennis legend and seven-time Wimbledon champion, is being fined $10,000 for allegedly damaging the London practice courts with her racquet.	a	테니스의 전설이자 윔블던 7회 우승 선수인 세레나 윌리엄스가 자신의 라켓으로 런던의 연습 코트를 훼손해 1만 달러의 벌금을 물게 되었다.	1	테니스 전설이자 7번의 윔블던 챔피언인 세레나 윌리엄스는 라켓으로 런던 연습장을 훼손한 혐의로 1만 달러의 벌금을 물게 되었다.	1	테니스 전설이자 윔블던 7회 우승자인 세레나 윌리엄스가 라켓으로 런던 연습장을 훼손한 혐의로 1만 달러의 벌금을 물게 됐다.	1
13	14	The All England Club, which hosts the Wimbledon tournament, handed the fine to Williams after she reportedly caused damage during a practice round on the outside courts on June 30, according to The Associated Press and CNN.	a	윌리엄스가 6월 30일 외부 코트에서 연습 경기 도중 코트에 손상을 입힌 것으로 알려졌고 윔블던 토너먼트를 주최하는 윔블던 테니스대회는 윌리엄스에게 벌금을 부과했다고 AP 통신과 CNN은 전했다.	1	윔블던 대회를 주최하는 올잉글랜드 클럽은 윌리엄스가 6월 30일 외부 법원에서 열린 연습 라운드에서 피해를 입힌 것으로 알려진 후 벌금을 부과했다고 AP통신과 CNN이 보도했다.	3	윔블던 대회를 주최하는 올잉글랜드클럽은 윌리엄스가 지난달 30일 코트 밖에서 연습 중 피해를 입힌 것으로 알려지면서 벌금을 부과했다고 AP와 CNN이 전했다.	2
14	15	The 37-year-old tennis star appeared to shrug off the fine while speaking to reporters after winning the quarterfinal round against Alison Riske on Tuesday.	a	테니스 여제 윌리엄스(37)는 화요일 8강전에서 앨리슨 리스크에게 승리한 뒤 가진 기자들과의 인터뷰에서 벌금을 대수롭지 않게 여기는 듯 보였다.	1	37세의 테니스 스타는 화요일 앨리슨 리스케와의 8강전에서 승리한 후 기자들에게 연설하면서 벌금을 면제해 주는 것처럼 보였다.	3	이 37세의 테니스 스타는 화요일 앨리슨 리스케와의 8강전에서 승리한 후 기자들에게 말을 하는 동안 벌금을 무시하는 것처럼 보였다.	2
15	16	I haven't really thought about it, to be honest, she said when asked about the fine.	a	"벌금에 대해 묻자 윌리엄스는 ""솔직히 벌금에 대해 별로 생각해 본 적이 없다""고 말했다."	2	"""솔직히 말해서, 나는 그것에 대해 정말 생각해 본 적이 없다,""라고 그녀는 벌금에 대한 질문에 말했다."	3	"벌금에 대한 질문에 그녀는 ""솔직히 생각해본 적이 없다""고 말했다."	1
16	17	I just threw my racquet.	a	그저 라켓을 던졌을 뿐인데	1	방금 라켓을 던졌어요.	2	방금 라켓을 던졌어요.	2
17	18	I got fined.	a	벌금을 물게 되었다.	2	벌금을 물었어요.	3	벌금형을 받았어요.	1
18	19	Williams said she didn't know how that could've caused damage.	a	윌리엄스는 그 행동으로 어떤 손상을 입혔는지 모르겠다고 말했다.	2	윌리엄스는 그것이 어떻게 피해를 입힐 수 있었는지 모른다고 말했다.	1	윌리엄스는 그게 어떻게 피해를 줄 수 있었는지 몰랐다고 했어요	1
19	20	I mean, I guess if you could tell me, I would appreciate it, she told reporters.	a	"“그러니까 나에게 설명을 해줄 수 있다면 참 고맙겠다""라고 윌리엄스는 기자들에게 말했다."	1	"그녀는 기자들에게 ""내 말은, 네가 나에게 말해준다면, 나는 그것을 고맙게 여길 것 같아,""라고 말했다."	2	"""제 말은, 제게 말씀해 주신다면, 저는 감사할 것 같습니다,""라고 그녀는 기자들에게 말했다."	1
20	21	I mean, I have always been an Avenger in my heart.	a	그러니까 내 안에는 항상 어벤저스가 있었다.	1	"""내 말은, 나는 항상 마음속의 어벤져스였소."	1	"""내 말은, 나는 항상 마음속으로 복수자였어."	2
21	22	Maybe I'm super strong.	a	내가 힘이 너무 센 건지.	1	어쩌면 내가 아주 강할지도 모르지.	1	내가 엄청 강한가 봐	1
22	23	I don't know.	a	잘 모르겠다.”	1	"나도 몰라."""	1	"몰라."""	1
23	24	Williams is after her eighth Wimbledon title, which would be her 24th grand slam victory.	a	윌리엄스는 여덟 번째 윔블던 타이틀을 노리고 있고, 그렇게 되면 통산 24번째 그랜드 슬램 대회 우승을 거두게 된다.	1	윌리엄스는 윔블던 8번째 우승을 차지했는데, 이것은 그녀의 24번째 그랜드 슬램 우승이 될 것이다.	2	윌리엄스는 통산 8번째 윔블던 우승으로 24번째 그랜드슬램 우승을 달성했다.	2
24	25	She is advancing to the singles semifinals on Thursday against Czech player Barbora Strýcová.	a	윌리엄스는 체코의 바보라 스트리코바 선수와 목요일 단식 준결승전에서 맞붙는다.	1	그녀는 목요일 체코 선수 바르보라 스트로코바와의 단식 준결승에 진출하고 있다.	2	그는 13일 체코 바르보라 스트뢰코바와의 단식 준결승에 진출한다.	3
25	26	Williams was also fined a total of $17,000 last year after she defended herself against an umpire at the U.S. Open who accused her of illegally communicating with her coach during a match.	a	윌리엄스는 작년에도 US 오픈에서 그녀가 경기 도중 불법으로 코치와 대화한 혐의를 심판이 제기하자 심판에게 자신을 해명하다가 총 17,000달러의 벌금을 물은 바 있다.	1	윌리엄스는 지난해 US오픈에서 코치와 불법 소통했다고 비난한 심판에 맞서 자신을 방어한 뒤 총 17,000달러의 벌금을 부과받았다.	2	윌리엄스는 지난해 US오픈에서 경기 도중 코치와 불법적으로 교신했다고 비난한 심판을 상대로 자신을 변호해 1만7000달러의 벌금형을 선고받았다.	3
26	27	"During that incident, the umpire issued three code violations to Williams: One for receiving illegal coaching, a second for breaking her tennis racket in frustration and a third after she confronted the umpire and called him a ""thief."""	a	이 사건에서 심판은 윌리엄스가 세 가지 규칙을 위반했다고 지적했다. 첫째, 불법 코칭을 받은 점, 둘째, 실망감 때문에 테니스 라켓을 부순 점, 셋째, 심판에게 항의하며 ‘도둑’이라고 부른 점이다.	2	"그 사건 동안 심판은 윌리엄스에게 3 가지 코드 위반을 발표했다. 하나는 불법 코칭을 받은 것, 하나는 좌절감으로 테니스 라켓을 깨뜨린 것, 그리고 3분의 1은 심판과 대치하고 그를 ""도둑""이라고 불렀다."	3	"그 사건 동안 심판은 윌리엄스에게 세 번의 코드 위반을 발표했다. 하나는 불법 코치를 받은 죄로, 다른 하나는 좌절감에 테니스 라켓을 부순 죄로, 그리고 다른 하나는 심판과 맞서서 그를 ""도둑""이라고 부른 후였다."""	1
27	28	"Many of Williams’ fans claimed that the umpire was unnecessarily harsh in his response to her, especially considering male players"" meltdowns throughout the history of the sport."	a	윌리엄스의 많은 팬들은 심판이 윌리엄스에게 필요 이상으로 냉정하게 반응했다고 주장했다. 특히 스포츠 역사상 남자 선수들이 자제심을 잃었을 때를 고려해보면 말이다.	1	윌리엄스의 많은 팬들은 심판이 그녀에 대한 그의 반응에서 불필요하게 가혹하다고 주장했는데, 특히 스포츠 역사상 남자 선수들의 붕괴를 고려하면 더욱 그렇다.	2	많은 윌리엄스의 팬들은 심판이 그녀에 대한 반응, 특히 남자 선수들에 대한 반응에서 불필요하게 가혹했다고 주장했다.	3
28	29	Do you know how many other men do things that are much worse than that?	a	“당신은 다른 남자 선수들이 그것보다 얼마나 더 심한 행동을 하는지 아느냐?”	1	"""그보다 훨씬 더 나쁜 짓을 하는 남자가 얼마나 많은지 아십니까?"""	2	"""그것보다 훨씬 더 나쁜 짓을 하는 사람이 얼마나 더 많은지 아세요?"""	3
29	30	Williams told U.S. Open officials who entered the court during the match after her confrontation with the umpire.	a	윌리엄스가 심판에게 항의한 뒤 US 오픈 관계자들이 경기 도중 코트에 들어오자 그녀는 그들에게 말했다.	1	윌리엄스는 심판과의 대결 이후 경기 도중 코트에 들어간 US 오픈 관계자들에게 말했다.	2	윌리엄스는 경기 도중 심판과 맞붙은 뒤 코트에 들어간 US오픈 관계자들에게 이렇게 말했다.	3
30	31	Williams wasn't the only one who received a fine at this year's Wimbledon, though hers was the most costly.	a	윌리엄스가 올해 윔블던에서 벌금을 물은 유일한 선수는 아니었다. 물론 제일 많이 내긴 했지만 말이다.	1	윌리엄스만이 올해 윔블던에서 벌금을 물었던 것은 아니었지만, 그녀의 것이 가장 비싸다.	1	윌리엄스만이 올해 윔블던에서 벌금형을 받은 것은 아니었지만 가장 많은 비용이 들었다.	1
31	32	"Italian player Fabio Fognini was fined $3,000 for saying a ""bomb should explode"" at the tennis courts after he lost the third round to U.S. player Tennys Sandgren on Saturday."	a	이탈리아의 파비오 포그니니 선수는 토요일 미국의 테니스 샌드그렌 선수를 상대로 3라운드에서 패한 뒤 테니스 코트에서 '폭탄이나 터져라’고 말해 3천 달러의 벌금을 물었다.	1	이탈리아 선수 파비오 포그니니는 25일 미국 선수 테니스 샌드그렌에게 3라운드에서 패한 뒤 테니스장에서 폭탄이 터져야 한다고 말해 3000달러의 벌금을 부과받았다.	1	"이탈리아 선수 파비오 포그니니가 테니스 코트에서 미국 선수 테니스 샌드그렌에게 3라운드에서 패한 뒤 ""폭탄이 터져야 한다""고 말해 벌금 3000달러를 선고받았다."	1
32	33	Nick Kyrgios of Australia was hit with two fines ― one for $3,000 and a second for $5,000 ― for unsportsmanlike conduct.	a	호주의 닉 키리오스 선수는 언스포츠맨라이크 컨덕트로 두 번이나 (처음은 3천 달러, 두 번째는 5천 달러) 벌금을 물었다.	1	호주의 닉 키르기오스는 스포츠맨답지 않은 행동으로 3천 달러에 1초에 5천 달러의 벌금을 부과받았다.	2	호주의 닉 키르지오스는 스포츠맨답지 않은 행동으로 인해 한 명은 3,000달러에, 한 명은 5,000달러에 두 번째 벌금을 물었습니다.	2
33	34	Thomas Cook pension trustees plot deal to salvage payouts	b	토마스 쿡 연금 이사회, 지불금 회수 협상 중	3	토마스 쿡 연금 수탁자들은 지불을 회수하기 위한 거래를 계획한다.	1	토마스 쿡 연금 신탁자, 보상금 인양 음모	2
34	35	Thomas Cook's pension funds have kicked off talks with specialist insurers about a deal to salvage the collapsed travel group's retirement scheme benefits.	b	토마스 쿡의 연금 기금 문제로 토마스 쿡과 여러 전문 보험사 사이에서 파산한 이 여행사로부터 퇴직 급여를 회수하기 위한 협상이 열렸다.	2	토마스 쿡의 연금 기금은 붕괴된 여행 그룹의 은퇴 계획 혜택을 구제하기 위한 거래에 대해 전문 보험사들과 협상을 시작했다.	1	토마스 쿡의 연금기금은 무너진 여행그룹의 퇴직급여를 구제하기 위한 협상에 대해 전문 보험사들과 논의를 시작했다.	1
35	36	Sky News has learnt that Steve Southern, chair of the trustees, is holding talks with several parties about a buyout deal that would avoid most of Thomas Cook's 14,000 pension scheme members facing a steep cut to their payments.	b	스카이뉴스 보도에 따르면, 스티브 서던 이사회 회장이 수령액이 대폭 삭감된 14,000명의 토마스 쿡 연금 상품 가입자들을 구제하는 거래 매수안을 두고 여러 당사자들과 협상을 벌이고 있다.	1	스카이 뉴스는 스티브 서던 수탁자 대표가 토마스 쿡의 14,000명의 연금 제도 회원들 대부분이 그들의 지불을 대폭 삭감하는 것을 피할 수 있는 매수 거래에 대해 여러 당사자들과 회담을 하고 있다는 것을 알게 되었다.	1	스카이뉴스는 스티브 서던 이사회 의장이 토마스 쿡의 1만4000명의 연금제도가 급감하는 것을 피할 수 있는 인수협상에 대해 여러 정당과 협의하고 있다는 사실을 알게 됐다.	2
36	37	Any deal with an insurer would be likely to involve a more modest cut to payouts than the 10% triggered by a pension scheme's transfer into the Pension Protection Fund (PPF) lifeboat.	b	어떤 보험사와 협상하더라도 지불금은 연금기금이 연금보호기금(PPF) 구제기금으로 양도되면서 생기는 10%보다 더 삭감될 가능성은 없다.	1	보험사와의 어떤 거래도 연금제도가 연금보호기금(PPF) 구명보트로 이전함으로써 촉발된 10%보다 더 적은 액수의 지급 삭감을 수반할 가능성이 높다.	2	보험사와의 어떤 거래도 연금 보호 기금(PPF) 구명정에 대한 연금 제도의 이전으로 촉발된 10%보다 완만한 급여 삭감을 수반할 것입니다.	3
37	38	The discussions are at a very preliminary stage and - even if successful - will not result in a deal until after the Thomas Cook schemes have been through an assessment by the PPF.	b	해당 논의는 아직 너무 초기 단계이고, (성사되더라도) 토마스 쿡 기금이 연금보호기금의 평가를 거칠 때까지는 계약이 체결되지 않을 것이다.	1	토론은 매우 예비 단계에 있으며, 비록 성공적일지라도 토마스 쿡 계획이 PPF의 평가를 거쳐야 협상이 성사될 것이다.	2	이 논의는 매우 예비적인 단계이며, 성공적이더라도 토마스 쿡 계획이 PPF의 평가를 거친 후에나 거래가 성사될 것입니다.	2
38	39	Thomas Cook bosses face investigation into what led to collapse	b	토마스 쿡 간부들이 파산 원인 규명 조사를 앞두고 있다.	1	토마스 쿡의 상사들은 무엇이 붕괴를 초래했는지에 대한 조사에 직면해 있다.	1	토마스 쿡의 보스들은 무엇이 붕괴를 초래했는지에 대한 조사에 직면해 있다.	1
39	40	That period could take up to two years, and if the schemes do enter the PPF will result in roughly 10,000 future pensioners having their payouts cut by 10%.	b	그게 최대 2년까지 걸릴 수 있고, 만약 기금이 양도된다 하더라도 연금보호기금이 향후 연금수령자 약 1만 명의 수령액을 10% 삭감할 것이다.	1	그 기간은 최대 2년이 걸릴 수 있으며, 만약 그 계획이 PPF에 들어간다면 약 1만 명의 미래 연금수령자들이 그들의 급여를 10% 삭감하게 될 것이다.	3	그 기간은 최대 2년이 걸릴 수 있으며, 만약 이 제도가 시행된다면 약 10,000명의 미래 연금 수급자들이 10%의 급여를 삭감하게 될 것이다.	2
40	41	"Sources said that a number of pension risk transfer specialists, as well as at least one of the new ""superfund"" consolidation vehicles, were in talks with Thomas Cook's trustees about a deal."	b	소식통에 따르면, 다수의 연금 위험전가 전문가들뿐 아니라 신설합병 ‘슈퍼펀드’ 투자기구 중 한 곳도 토마스 쿡 이사회와 이 사안을 협상 중이다.	1	"소식통에 따르면, 다수의 연금 위험 이전 전문가와 새로운 ""슈퍼펀드"" 통합 차량 중 적어도 한 대가 토마스 쿡의 신탁관리자들과 거래에 대해 협의 중이라고 한다."	2	소식통에 따르면 다수의 연금 위험 이전 전문가들과 새로운 '슈퍼펀드' 통합 차량 중 적어도 한 대는 토마스 쿡의 신탁관리자들과 거래에 대해 논의 중이라고 한다.	2
41	42	News of the trustees' efforts to secure members' benefits comes four days after Britain's oldest tour operator ceased trading, sparking an international repatriation programme and triggering thousands of job losses.	b	가입자들의 급여를 보장하기 위해 이사회가 노력을 기울이고 있다는 소식이 있기 사흘 전, 영국에서 가장 오래된 여행사인 토마스 쿡의 거래가 중단되어 여행객의 국제 송환 프로그램이 도입되고 수천 명이 일자리를 잃었다.	3	회원들의 혜택을 확보하려는 신탁관리자들의 노력에 대한 뉴스는 영국의 가장 오래된 관광 사업자가 거래를 중단하고 국제 송환 프로그램을 촉발시키고 수천 명의 실직 사태를 촉발시킨 지 나흘 만에 나온 것이다.	1	영국의 최고령 관광사업자가 국제 송환 프로그램을 촉발시키고 수천명의 일자리를 잃게 한 이후 4일만에 신탁관리자들이 회원들의 혜택을 확보하기 위해 노력했다는 소식이 전해졌다.	2
42	43	Thomas Cook's descent into insolvency has sparked a bitter blame game, with board members, government ministers and auditors all facing demands to explain their actions in the months before its collapse.	b	토마스 쿡의 몰락은 지급 불능 사태로 이어지면서 거센 비난이 일었고, 모든 이사진과 정부 각료들, 감사원들은 파산이 있기 수개월 전 자신들의 행동에 대한 해명을 요구 받았다.	1	토마스 쿡의 파산으로의 하강은 이사진, 정부 장관, 감사관들이 모두 붕괴되기 몇 달 전에 그들의 행동을 설명해야 한다는 요구에 직면하면서 쓰라린 비난 게임을 촉발시켰다.	3	토마스 쿡의 파산 강등은 이사회, 정부 장관, 감사원 모두가 파산 직전 몇 달 동안 자신들의 행동을 설명하라는 요구에 직면하는 등 격렬한 비난전을 불러일으켰다.	2
43	44	The company's four pension schemes are well-funded, with a £100m surplus on a PPF basis, according to the latest figures.	b	토마스 쿡의 4대 연금 제도는 최근 수치에 따르면 PPF 기준으로 1억 파운드의 흑자를 기록하며 충분한 자금을 바탕으로 한다.	1	최근 통계에 따르면 이 회사의 4개 연금 제도는 PPF 기준으로 100만 파운드의 흑자를 내는 등 자금이 풍부하다.	2	최근 수치에 따르면, 이 회사의 4개 연금제도는 PPF 기준으로 1억 파운드의 흑자를 내며 자금이 충분하다.	1
44	45	Collectively, they hold assets worth about £1.5bn.	b	이를 합하면 이 회사의 자산 가치는 약 15억 파운드이다.	1	총체적으로, 그들은 약 1.5억 파운드의 자산을 보유하고 있다.	2	이들은 모두 합쳐서 약 15억 파운드 상당의 자산을 보유하고 있다.	1
45	46	However, as Sky News revealed last month, the trustees' demands for better terms in Thomas Cook's proposed rescue deal added a further complication to efforts to get the transaction across the line.	b	그러나 스카이뉴스가 지난달 보도한 바에 따르면, 이사회가 토마스 쿡이 제안한 구제 협상보다 더 나은 조건을 요구하면서 거래 성사가 쉽지 않아졌다.	1	그러나 스카이뉴스가 지난달 밝힌 대로 토마스 쿡이 제안한 구조계약에서 더 나은 조건을 요구한 것은 거래를 성사시키기 위한 노력에 더 많은 합병증을 더했다.	2	그러나 스카이뉴스가 지난달 밝힌 바와 같이 토마스 쿡이 제안한 구조협상에서 더 나은 조건을 요구하면서 이 거래를 성사시키려는 노력이 더욱 복잡해졌다.	1
46	47	Thomas Cook's liquidation brought to an end 178 years of solvent trading, prompting the launch of inquiries by the government's Insolvency Service, the accounting watchdog and an influential committee of MPs.	b	토마스 쿡의 청산으로 178년의 탄탄한 사업은 막을 내렸고, 이에 따라 토마스 쿡은 정부 산하의 회계 감시 기관이자 영향력 있는 의회 위원회인 파산관리청의 조사를 받게 되었다.	1	토마스 쿡의 청산은 178년의 용제 거래를 종식시켜 정부의 파산청구소, 회계감시원, 영향력 있는 하원의원 위원회의 문의가 시작되게 했다.	2	토머스 쿡의 청산으로 178년간의 용제 거래가 종식되면서 정부의 부실관리국, 회계감시위원회, 영향력 있는 하원위원회의 질의가 시작됐다.	2
47	48	Ministers have established a taskforce to address the crisis, which has left creditors facing meagre returns from the post-insolvency sale of assets.	b	정부 각료들은 위기를 해결하기 위해 대책본부를 꾸렸고, 지급불능 상태 이후 자산 매각을 통해 채권단에게 쥐꼬리만한 수익이 돌아갔다.	1	장관들은 이 위기를 해결하기 위해 태스크포스를 설립했는데, 이로 인해 채권자들은 부실자산 매각으로 인한 미미한 수익에 직면하게 되었다.	2	장관들은 위기를 해결하기 위한 태스크포스(TF)를 구성했고, 이로 인해 채권자들은 파산 후 자산 매각으로 인한 수익률에 거의 직면하게 되었다.	3
48	49	To date, just under half of Thomas Cook's overseas British customers have been flown home.	b	지금까지도 출국한 토마스 쿡의 영국 국적 고객 중 절반 이상이 귀국하지 못했다.	1	현재까지 토마스 쿡의 해외 영국 고객 중 절반 미만이 집으로 날아갔다.	2	현재까지 토마스 쿡의 해외 고객 중 절반 이하만이 귀국길에 올랐습니다.	1
49	50	Its collapse came hours after Thomas Cook issued a last-gasp plea to its lenders to reduce a £200m funding demand.	b	토마스 쿡은 정부에 2억 파운드의 긴급 자금의 규모를 줄여달라는 최후의 제안을 하고 몇 시간 안 돼 붕괴되었다.	2	토마스 쿡이 200만 파운드의 자금조달 요구를 줄이자는 마지막 탄원서를 대출자들에게 발표한 지 몇 시간 만에 붕괴되었다.	3	토마스 쿡이 대출자들에게 2억 파운드의 자금 수요를 줄여달라는 마지막 탄원을 한 지 몇 시간 만에 붕괴됐다.	1
50	51	What went so wrong for Thomas Cook?	b	토마스 쿡의 무엇이 그렇게 잘못됐던 것일까?	1	토머스 쿡에게 뭐가 그렇게 잘못됐을까?	1	토마스 쿡에게 뭐가 그렇게 잘못됐지?	1
51	52	The talks, which concluded without a deal on Sunday evening, represented a frantic last throw of the dice for a company which had been forced to seek more than £1bn in new funding following a £1.5bn half-year loss and deteriorating trading.	b	일요일 저녁 소득 없이 끝난 협상은 반년간 15억 파운드를 잃고 거래가 악화된 후 신규 자금 10억 파운드 이상을 구해야 했던 한 회사에게 있어 절실한 최후의 순간이었다.	1	일요일 저녁에 협상 없이 끝난 이번 회담은 1.5억 파운드의 손실과 악화된 거래에 이어 1억 파운드 이상의 새로운 자금을 조달해야 했던 한 회사에 미친 듯이 마지막 주사위를 던진 것을 의미했다.	2	일요일 저녁 협상 없이 끝난 이 회담은 15억 파운드의 반년 적자와 악화된 거래로 인해 새로운 자금조달에 10억 파운드 이상을 투자해야 했던 회사에게 미친 듯이 마지막 승부수를 던진 것이었다.	1
